"name","producer","region"
"Ronco Bernizza Chardonnay","Venica & Venica","Collio"
"Ronco Broilo","Conte d'Attimis Maniago","Friuli-Venezia Giulia"
"Ronco Cucco Picolit","Villanova","Friuli-Venezia Giulia"
"Ronco Cucco Ribolla Gialla","Villanova","Collio"
"Ronco dei Ciliegi","Castelluccio","Emilia-Romagna"
"Ronco Dei Moreri Refosco dal Peduncolo Rosso","Marco Felluga","Friuli-Venezia Giulia"
"Ronco dei Quattroventi","Fattoria San Francesco","Calabria"
"Ronco dei Sassi Sauvignon","Ascevi Luwa","Collio"
"Ronco del Balbo Pignolo","Petrucco","Friuli-Venezia Giulia"
"Ronco del Balbo Refosco dal Peduncolo Rosso","Petrucco","Friuli-Venezia Giulia"
"Ronco del Cerò Sauvignon","Venica & Venica","Collio"
"Ronco del Re","Castelluccio","Emilia-Romagna"
"Ronco delle Cime Friulano","Venica & Venica","Collio"
"Ronco delle Ginestre","Castelluccio","Emilia-Romagna"
"Ronco delle Mele Sauvignon","Venica & Venica","Collio"
"Ronco Nolè Uvaggio","di Lenardo","Friuli-Venezia Giulia"
"Ronco Vieri Picolit","Vigneti Pittaro","Colli Orientali del Friuli Picolit"
"Roncomoro Merlot","Pradio","Friuli-Venezia Giulia"
"Rondinaia","Castello del Terriccio","Toscana"
"Rondineto Cerasuolo d'Abruzzo","Giuseppe Savini","Abruzzo"
"Rondineto Pecorino","Giuseppe Savini","Abruzzo"
"Rondineto Pinot Nero","Giuseppe Savini","Abruzzo"
"Rondolino Vernaccia di San Gimignano","Teruzzi & Puthod","Vernaccia di San Gimignano"
"Ronna Syrah","Terre di Giurfo","Sicilia"
"Roreto Barbera d'Alba","Orlando Abrigo","Barbera d'Alba"
"Ros Alba Rosato","Pierpaolo Pecorari","Venezia Giulia"
"Ros de Sers","Angelica","Trentino"
"Rosa","De Tarczal","Trentino-Alto Adige"
"Rosa","Corvo","Terre Siciliane"
"Rosa","Dilé","Piemonte"
"Rosa","Voga","Delle Venezie"
"Rosa","Fonterenza","Toscana"
"Rosa","Matilè","Umbria"
"Rosa Chiara","La Scolca","Gavi"
"Rosa dei Frati Riviera del Garda Classico Rosé","Cà dei Frati","Lombardia"
"Rosa dei Masi delle Venezie","Masi","Delle Venezie"
"Rosa dei Venti Rosso Dolce","Tenuta Corte Pavone","Toscana"
"Rosa del Basilio","Fla Tio","Valpolicella"
"Rosa della Regina Rosé Brut","Dal Bello","Veneto"
"Rosa di Corte","Frescobaldi","Toscana"
"Rosa di Monte Torre","Gorgo","Valpolicella"
"Rosa Grande","Mesa","Isola dei Nuraghi"
"Rosa Luna Lambrusco Rosato","La Collina","Emilia"
"Rosa Reale Negroamaro Rosato","Borgo dei Mori","Veneto"
"Rosa Regale","Banfi","Brachetto d'Acqui"
"Rosa Rosae","Silvano Strologo","Marche"
"Rosabella Rosato","G.D. Vajra","Piemonte"
"Rosaenovae Irpinia Rosato","Terredora","Irpinia"
"Rosamara (Valtenesi Chiaretto)","Costaripa","Ronchi di Brescia"
"Rosasera Cerasuolo d’Abruzzo","Di Berardino","Cerasuolo d'Abruzzo"
"Rosatello Rosato","Ruffino","Toscana"
"Rosathea","Castel de Paolis","Lazio"
"Rosato","Senza Parole","Puglia"
"Rosato","Castello di Ama","Toscana"
"Rosato","Feudo Arancio","Terre Siciliane"
"Rosato","Fattoria Le Fonti","Toscana"
"Rosato","Riunite","Emilia-Romagna"
"Rosato","Dal Nostro Giardino","Piemonte"
"Rosato","Bicocchi","Maremma Toscana"
"Rosato","Astrale","Chianti"
"Rosato","Aurora","Marche"
"Rosato","Polvanera","Puglia"
"Rosato","Il Capolavoro","Veneto"
"Rosato","Cantine Minini","Lazio"
"Rosato","Enzo Bartoli","Piemonte"
"Rosato","Tenuta di Tavignano","Marche"
"Rosato","Bella Tavola","Terre Siciliane"
"Rosato","Ballaturi","Terre Siciliane"
"Rosato","Calalenta","Sicilia"
"Rosato","Cantina Rosa del Golfo","Salento"
"Rosato","Montefiore","Delle Venezie"
"Rosato (Cariddi)","Colosi","Sicilia"
"Rosato Colline Teatine","Masciarelli","Colline Teatine"
"Rosato del Salento","Terre d'Oriente","Salento"
"Rosato di Ampeleia","Ampeleia","Maremma Toscana"
"Rosato di Primitivo","Pianerosse","Piemonte"
"Rosato di Primitivo Puglia","Vigne di San Donaci","Puglia"
"Rosato di Toscano","Fattoria di Basciano","Chianti"
"Rosato Frizzante","Ornella Molon","Veneto"
"Rosato Frizzante","Beato Bartolomeo Breganze","Breganze"
"Rosato Frizzante","Loreggian","Colli Euganei"
"Rosato Frizzante","Winkler","Colli Trevigiani"
"Rosato Frizzante","Pizzolato","Veneto"
"Rosato Puglia","Codici Banda Nera","Puglia"
"Rosato Salento","Masseria Altemura","Salento"
"Rosato Spumante Brut","Zonin","Veneto"
"Rosato Spumante Brut","Vigna Cunial","Emilia"
"Rosato Spumante Brut Organic","P.Lex","Veneto"
"Rosato Terre Siciliane","Tenuta Rapitalà","Terre Siciliane"
"Rosato Toscana","Santa Cristina","Toscana"
"Rosatolia Bardolino Chiaretto Classico","Rosés du Monde","Bardolino Chiaretto"
"Ros'Aura","Feudi di San Gregorio","Campania"
"Roscaleto Barbera d'Alba","Enzo Boglietti","Barbera d'Alba"
"Rosé","Livio Felluga","Colli Orientali del Friuli"
"Rosé","Ferrari","Trento"
"Rosé","Zonin","Veneto"
"Rosé","Velenosi","Marche"
"Rosé","Martini","Piemonte"
"Rosé","Vitalonga","Umbria"
"Rosé","Cantine del Borgo Reale","Piemonte"
"Rosé","Brancaia","Toscana"
"Rosé","Tenuta Ulisse","Abruzzo"
"Rosé (Extra Dry)","Lamberti","Veneto"
"Rosé '20/26'","Elena Walch","Südtirol-Alto Adige"
"Rosé Brut","Le Couchon","Prosecco"
"Rosé Brut","Conti di Buscareto","Marche"
"Rosé Brut","Borgo Santo","Veneto"
"Rosé Brut","Carpenè Malvolti","Prosecco"
"Rosé Brut","Terrazze dell Etna","Terre Siciliane"
"Rosé Brut","Zonin","Veneto"
"Rosè Brut","Nani Rizzi","Conegliano-Valdobbiadene Prosecco"
"Rosé Brut Metodo Charmat","Q. Vee","Emilia-Romagna"
"Rosé Brut Millesimato","Luisa","Friuli-Venezia Giulia"
"Rosé Cerasuolo D'Abruzzo","Talamonti","Abruzzo"
"Rosé de Pinot Spumante Brut","Pasqua Vigneti e Cantine","Veneto"
"Rose delle Casasse Barbaresco Riserva","Cascina Baricchi","Barbaresco"
"Rosé delle Regine","Castello Delle Regine","Umbria"
"Rosé di Barricaia Brut Grandi Annate","Villa Rinaldi","Veneto"
"Rosè di Pinot Brut","Ruggeri","Conegliano-Valdobbiadene Prosecco"
"Rosé di Pinot Noir Selezione Extra Dry","Raphael Dal Bo","Veneto"
"Rosé di Rosa","G. Milazzo","Terre Siciliane"
"Rosé di Valmonte Brut","Col di Luna","Veneto"
"Rosé Extra Dry","Canti","Piemonte"
"Rosé Extra Dry","Maschio dei Cavalieri","Veneto"
"Rosé Extra Dry","Martini","Piemonte"
"Rosé Extra Dry","Casa Defrà","Veneto"
"Rosé Frizzante","Integrale","Vino d'Italia"
"Rosé Frizzante","Tenute Ca' Botta","Veneto"
"Rosé Legatura Frizzante","Mionetto","Veneto"
"Rosé Pischl","Cantina Bolzano / Kellerei Bozen","Südtirol-Alto Adige"
"Rosé Rosa Metodo Classico Brut","Villa Rinaldi","Veneto"
"ROSÉ Spumante Brut Metodo Classico","VENTIVENTI","Emilia"
"Rosé Vino Spumante Brut","Torresella","Veneto"
"Rosea Brut","La Gioiosa","Veneto"
"Rosen Muskateller (Moscato Rosa)","Abtei Muri","Südtirol-Alto Adige"
"Rosenmuskateller Moscato Rosa","Kellerei . Cantina KALTERN","Trentino-Alto Adige"
"Rosenmuskateller Moscato Rosa","Alois Lageder","Südtirol-Alto Adige"
"Rosenmuskateller Moscato Rosa","Ansitz Waldgries","Trentino"
"Rõseo Spumante Rosé Brut","Le Manzane","Prosecco"
"Roseri Valtenesi Chiaretto Rosato","Cà Maiol","Lombardia"
"Rosero Langhe Rosato","Giacomo Vico","Langhe"
"RosesRoses","Ottella","Veneto"
"Rosetta Malvasia di Castelnuovo Don Bosco","Bava","Malvasia di Castelnuovo don Bosco"
"Rosignol Vino Rosso","Pietro Zardini","Veneto"
"Rosis","Cantina Bolzano / Kellerei Bozen","Südtirol-Alto Adige"
"Rossello","Agriverde","Abruzzo"
"Rossese di Dolceacqua","Riviera dei Fiori","Dolceacqua"
"Rossinello Sangiovese Rosato","Mannucci Droandi","Chianti"
"Rossj-Bass Langhe","Gaja","Langhe"
"Rosso","Bartali","Toscana"
"Rosso","Gran Appasso","Puglia"
"Rosso","Orso d'Oro","Vino d'Italia"
"Rosso","Astrale","Chianti"
"Rosso","Monte Antico","Toscana"
"Rosso","Vespa","Puglia"
"Rosso","Ronchi di Cialla","Friuli-Venezia Giulia"
"Rosso","Grande Alberone","Toscana"
"Rosso","Santa Lucia","Toscana"
"Rosso","Porta Palo","Terre Siciliane"
"Rosso","Aimone","Vino d'Italia"
"Rosso","Maestro del Pomidoro","Puglia"
"Rosso","Costa Gaia","Terre Siciliane"
"Rosso","Tresoro","Toscana"
"Rosso","Luna Argenta","Puglia"
"Rosso","Amore Passo","Puglia"
"Rosso","Campomaggio","Toscana"
"Rosso","Reimitz","Toscana"
"Rosso","Vero Rubino","Puglia"
"Rosso","Fattoria di Travalda","Toscana"
"Rosso","Cantina dei Colli Amerini","Umbria"
"Rosso","Il Pollenza","Marche"
"Rosso","Terre d'Agala","Terre Siciliane"
"Rosso","Bella Tavola","Terre Siciliane"
"Rosso","Monte Pietroso","Puglia"
"Rosso","Corvo","Terre Siciliane"
"Rosso","Paolo Scavino","Barolo"
"Rosso","Miluna","Puglia"
"Rosso","I Castelli","Colli di Luni"
"Rosso","Plozza","Valtellina"
"Rosso","Fioris","Trentino-Alto Adige"
"Rosso","Tenuta di Fiorano","Lazio"
"Rosso","Asio Otus","Puglia"
"Rosso (Cariddi)","Colosi","Sicilia"
"Rosso (Semi-Sweet)","Stella Rosa","Piemonte"
"Rosso Antonello Salina","Hauner","Salina"
"Rosso Appassimento","Callesella","Puglia"
"Rosso Appassimento Piemonte","Trifula","Piemonte"
"Rosso Asolo","Dal Bello","Veneto"
"Rosso Conero","Marchetti","Rosso Conero"
"Rosso Conero","Moncaro","Rosso Conero"
"Rosso Conero Piancarda","Garofoli","Rosso Conero"
"Rosso dal Ronc","Cassal del Ronco","Delle Venezie"
"Rosso d'Altarocca Merlot","Cantina Altarocca","Umbria"
"Rosso d'Arnaldo","Crociani","Toscana"
"Rosso de Véo Umbria","Paolo Bea","Umbria"
"Rosso dei Barbi","Fattoria dei Barbi","Toscana"
"Rosso dei Concari","Cantine Lebovitz","Lambrusco Mantovano"
"Rosso Dei Notri Toscana","Tua Rita","Toscana"
"Rosso dei Poderi Toscana","Poderi di Ghiaccioforte","Toscana"
"Rosso dei Sorni","Cantina La-Vis","Trentino"
"Rosso del Bacino","Tenuta Vandelli","Emilia-Romagna"
"Rosso del Conte","Tasca d'Almerita","Contea di Sclafani"
"Rosso del Gello Montecucco Sangiovese","Poggio Al Gello","Montecucco"
"Rosso del Nando","Bertagna","Lombardia"
"Rosso del Nane","La Zerbaia","Veneto"
"Rosso del Poeta Rosso Piceno","Di Ruscio","Marche"
"Rosso del Senatore Colli della Toscana Centrale","Fattoria della Aiola","Chianti"
"Rosso del Veneto","Villa Rocca","Veneto"
"Rosso Del Veronese Vajo Centanni","Fabiano","Rosso Veronese"
"Rosso della Principessa Nero d'Avola-Syrah","Principi di Sicilia","Terre Siciliane"
"Rosso della Puglia","Forte Elerone","Puglia"
"Rosso delle Venezie Appassimento","Sopra Sasso","Veneto"
"Rosso di Altesino","Altesino","Chianti"
"Rosso di Costanza","Tenuta le Querce","Aglianico del Vulture"
"Rosso di Marco","Marco de Bartoli","Terre Siciliane"
"Rosso di Montalcino","Col di Lamo","Toscana"
"Rosso di Montalcino","Valdicava","Rosso di Montalcino"
"Rosso di Montalcino","Ridolfi","Rosso di Montalcino"
"Rosso di Montalcino","Lisini","Rosso di Montalcino"
"Rosso di Montalcino","Palazzo","Rosso di Montalcino"
"Rosso di Montalcino","Banfi","Rosso di Montalcino"
"Rosso di Montalcino","Villa Poggio Salvi","Toscana"
"Rosso di Montalcino","Collemattoni","Rosso di Montalcino"
"Rosso di Montalcino","Piombaia","Rosso di Montalcino"
"Rosso di Montalcino","Voliero","Rosso di Montalcino"
"Rosso di Montalcino","Villa al Cortile","Rosso di Montalcino"
"Rosso di Montalcino","Fattoria del Pino","Rosso di Montalcino"
"Rosso di Montalcino","Mocali","Rosso di Montalcino"
"Rosso di Montalcino","Padelletti","Toscana"
"Rosso di Montalcino","Buon Tempo","Rosso di Montalcino"
"Rosso di Montalcino","Azienda Agricola Innocenti","Toscana"
"Rosso di Montalcino","Baroncini","San Gimignano"
"Rosso di Montalcino","Poggio Antico","Rosso di Montalcino"
"Rosso di Montalcino","La Lecciaia","Rosso di Montalcino"
"Rosso di Montalcino","Poggio Landi","Rosso di Montalcino"
"Rosso di Montalcino","Celestino Pecci","Rosso di Montalcino"
"Rosso di Montalcino","Le Chiuse","Rosso di Montalcino"
"Rosso di Montalcino","Siro Pacenti","Toscana"
"Rosso di Montalcino","Quercecchio","Toscana"
"Rosso di Montalcino","La Gerla","Rosso di Montalcino"
"Rosso di Montalcino","Fossacolle","Rosso di Montalcino"
"Rosso di Montalcino","Vitanza","Rosso di Montalcino"
"Rosso di Montalcino","Podere Brizio","Rosso di Montalcino"
"Rosso di Montalcino","Santa Giulia","Rosso di Montalcino"
"Rosso di Montalcino","Castello Romitorio","Rosso di Montalcino"
"Rosso di Montalcino","Pietranera","Rosso di Montalcino"
"Rosso di Montalcino","Astorre Noti","Toscana"
"Rosso di Montalcino","La Rasina","Rosso di Montalcino"
"Rosso di Montalcino","Sanlorenzo","Toscana"
"Rosso di Montalcino","Biondi-Santi","Rosso di Montalcino"
"Rosso di Montalcino","Vasco Sassetti","Rosso di Montalcino"
"Rosso di Montalcino","La Serena","Rosso di Montalcino"
"Rosso di Montalcino","Verbena","Rosso di Montalcino"
"Rosso di Montalcino","Poggio Castagno","Toscana"
"Rosso di Montalcino","Tornesi","Rosso di Montalcino"
"Rosso di Montalcino","Tenuta La Fuga","Rosso di Montalcino"
"Rosso di Montalcino","La Fornace","Rosso di Montalcino"
"Rosso di Montalcino","Casanuova delle Cerbaie","Toscana"
"Rosso di Montalcino","Castiglion del Bosco","Rosso di Montalcino"
"Rosso di Montalcino","Colle Nero","Toscana"
"Rosso di Montalcino","Col d'Orcia","Rosso di Montalcino"
"Rosso di Montalcino","Granducato","Toscana"
"Rosso di Montalcino","Talenti","Rosso di Montalcino"
"Rosso di Montalcino","Abbadia Ardenga","Rosso di Montalcino"
"Rosso di Montalcino","Subbia di Sant Antimo","Sant'Antimo"
"Rosso di Montalcino","Altesino","Rosso di Montalcino"
"Rosso di Montalcino","Poggio di Sotto","Toscana"
"Rosso di Montalcino","Gianni Brunelli","Rosso di Montalcino"
"Rosso di Montalcino","Fanti","Rosso di Montalcino"
"Rosso di Montalcino","Tenuta Il Poggione","Rosso di Montalcino"
"Rosso di Montalcino","La Palazzetta","Toscana"
"Rosso di Montalcino","Tenuta Giacomina","Toscana"
"Rosso di Montalcino","Castel Novo","Rosso di Montalcino"
"Rosso di Montalcino","Querce Bettina","Rosso di Montalcino"
"Rosso di Montalcino","Conti Costanti","Rosso di Montalcino"
"Rosso di Montalcino","Podere Paganico","Rosso di Montalcino"
"Rosso di Montalcino","Bolsignano","Toscana"
"Rosso di Montalcino","Fattoria dei Barbi","Toscana"
"Rosso di Montalcino","Capanna","Rosso di Montalcino"
"Rosso di Montalcino","Caprili","Rosso di Montalcino"
"Rosso di Montalcino","Casanova di Neri","Rosso di Montalcino"
"Rosso di Montalcino","Fornacina","Rosso di Montalcino"
"Rosso di Montalcino","Ciacci Piccolomini d'Aragona","Toscana"
"Rosso di Montalcino","Il Colle","Rosso di Montalcino"
"Rosso di Montalcino","Marchesato degli Aleramici","Rosso di Montalcino"
"Rosso di Montalcino","La Poderina","Rosso di Montalcino"
"Rosso di Montalcino","Terre del Palio","Toscana"
"Rosso di Montalcino","Sassetti Livio","Rosso di Montalcino"
"Rosso di Montalcino","Pinino","Rosso di Montalcino"
"Rosso di Montalcino","Le Ragnaie","Rosso di Montalcino"
"Rosso di Montalcino","Sesti","Toscana"
"Rosso di Montalcino","Cordella","Rosso di Montalcino"
"Rosso di Montalcino","Fonterenza","Rosso di Montalcino"
"Rosso di Montalcino","Baricci","Toscana"
"Rosso di Montalcino","Poggio Dell'Aquila","Toscana"
"Rosso di Montalcino","La Fortuna","Rosso di Montalcino"
"Rosso di Montalcino","Sasso di Sole","Rosso di Montalcino"
"Rosso di Montalcino","La Togata","Rosso di Montalcino"
"Rosso di Montalcino","Canalicchio di Sopra","Rosso di Montalcino"
"Rosso di Montalcino","Casisano-Colombaio","Rosso di Montalcino"
"Rosso di Montalcino","Piancornello","Toscana"
"Rosso di Montalcino","Salvioni","Rosso di Montalcino"
"Rosso di Montalcino","Val di Suga","Rosso di Montalcino"
"Rosso di Montalcino","Sesta di Sopra","Rosso di Montalcino"
"Rosso di Montalcino","Tenuta Friggiali","Rosso di Montalcino"
"Rosso di Montalcino","Bartali","Toscana"
"Rosso di Montalcino","Poggiotondo","Chianti"
"Rosso di Montalcino","Cantine Luciani","Rosso di Montalcino"
"Rosso di Montalcino","Poggio Rubino","Toscana"
"Rosso di Montalcino","Tenuta Corte Pavone","Toscana"
"Rosso di Montalcino","Bonacchi","Rosso di Montalcino"
"Rosso di Montalcino","Pian delle Querci","Rosso di Montalcino"
"Rosso di Montalcino","Terralsole","Rosso di Montalcino"
"Rosso di Montalcino","Casa del Cervo","Toscana"
"Rosso di Montalcino","Collosorbo","Rosso di Montalcino"
"Rosso di Montalcino","Belpoggio","Toscana"
"Rosso di Montalcino","La Velona","Rosso di Montalcino"
"Rosso di Montalcino","Pietroso","Rosso di Montalcino"
"Rosso di Montalcino","Stella di Campalto","Rosso di Montalcino"
"Rosso di Montalcino","Cantina di Montalcino","Rosso di Montalcino"
"Rosso di Montalcino","Podere La Vigna","Rosso di Montalcino"
"Rosso di Montalcino","Cecchi","Rosso di Montalcino"
"Rosso di Montalcino","Carpineto","Rosso di Montalcino"
"Rosso di Montalcino","Poggio al Sale","Toscana"
"Rosso di Montalcino","Colleoni Marieno","Toscana"
"Rosso di Montalcino","Uccelliera","Toscana"
"Rosso di Montalcino","Geografico","Chianti"
"Rosso di Montalcino","Castelli Martinozzi","Rosso di Montalcino"
"Rosso di Montalcino","Fattoi","Rosso di Montalcino"
"Rosso di Montalcino","Corte dei Venti","Rosso di Montalcino"
"Rosso di Montalcino","Argiano","Rosso di Montalcino"
"Rosso di Montalcino","Ferrero","Rosso di Montalcino"
"Rosso di Montalcino","Cerbaiona","Toscana"
"Rosso di Montalcino","Mastrojanni","Rosso di Montalcino"
"Rosso di Montalcino","Nannetti","Rosso di Montalcino"
"Rosso di Montalcino","Poggio San Polo","Rosso di Montalcino"
"Rosso di Montalcino","Collelceto","Rosso di Montalcino"
"Rosso di Montalcino","Piccini","Rosso di Montalcino"
"Rosso di Montalcino","Azienda Agricola La Torre","Rosso di Montalcino"
"Rosso di Montalcino","Cupano","Rosso di Montalcino"
"Rosso di Montalcino","Tricerchi","Rosso di Montalcino"
"Rosso di Montalcino","Poggio Celsi","Brunello di Montalcino"
"Rosso di Montalcino","Molino di Sant'Antimo","Rosso di Montalcino"
"Rosso di Montalcino","Martoccia","Rosso di Montalcino"
"Rosso di Montalcino","Tenuta di Sesta","Rosso di Montalcino"
"Rosso di Montalcino","Poggio Forte","Toscana"
"Rosso di Montalcino","Madonna Nera","Rosso di Montalcino"
"Rosso di Montalcino","Scopetone","Rosso di Montalcino"
"Rosso di Montalcino","Canalicchio-Franco Pacenti","Rosso di Montalcino"
"Rosso di Montalcino","Tenute Silvio Nardi","Rosso di Montalcino"
"Rosso di Montalcino","Caparzo","Rosso di Montalcino"
"Rosso di Montalcino","Tenute del Cerro","Toscana"
"Rosso di Montalcino","Podere Canalino","Toscana"
"Rosso di Montalcino","Palagetto","Rosso di Montalcino"
"Rosso di Montalcino","Coldisole","Rosso di Montalcino"
"Rosso di Montalcino","Molino Della Suga","Toscana"
"Rosso di Montalcino","Placido","Toscana"
"Rosso di Montalcino","Poggiarellino","Brunello di Montalcino"
"Rosso di Montalcino","La Colombina","Rosso di Montalcino"
"Rosso di Montalcino","Rendola","Toscana"
"Rosso di Montalcino","Renieri","Rosso di Montalcino"
"Rosso di Montalcino","Ventolaio","Rosso di Montalcino"
"Rosso di Montalcino","Agostina Pieri","Rosso di Montalcino"
"Rosso di Montalcino","Giglio del Duca","Toscana"
"Rosso di Montalcino","Lambardi","Rosso di Montalcino"
"Rosso di Montalcino","Canneta","Toscana"
"Rosso di Montalcino","Camigliano","Rosso di Montalcino"
"Rosso di Montalcino","Paradiso di Cacuci","Rosso di Montalcino"
"Rosso di Montalcino","Terre Nere Campigli Vallone","Toscana"
"Rosso di Montalcino","Poggio Il Castellare","Toscana"
"Rosso di Montalcino","San Polino","Rosso di Montalcino"
"Rosso di Montalcino","La Magia","Rosso di Montalcino"
"Rosso di Montalcino (Casato Prime Donne)","Donatella Cinelli Colombini","Rosso di Montalcino"
"Rosso di Montalcino (Gorelli)","Le Potazzine","Toscana"
"Rosso di Montalcino Banditella","Col d'Orcia","Toscana"
"Rosso di Montalcino Ginestreto","Fuligni","Rosso di Montalcino"
"Rosso di Montalcino Il Vino dei Poeti","Bottega","Veneto"
"Rosso di Montalcino Leopoldo Franceschi","Tenuta Il Poggione","Rosso di Montalcino"
"Rosso di Montefalco","Rocca di Fabbri","Umbria"
"Rosso di Montefalco","Lungarotti","Montefalco"
"Rosso di Montepulciano","Terre di Nano","Toscana"
"Rosso di Montepulciano","Poggio Alla Sala","Toscana"
"Rosso di Montepulciano","Pulcino","Toscana"
"Rosso di Montepulciano","La Ciarliana","Rosso di Montepulciano"
"Rosso di Montepulciano","Gavioli","Toscana"
"Rosso di Montepulciano","Canneto","Rosso di Montepulciano"
"Rosso di Montepulciano","Le Bertille","Rosso di Montepulciano"
"Rosso di Montepulciano","De'Ricci","Rosso di Montalcino"
"Rosso di Montepulciano","Casale Daviddi","Rosso di Montepulciano"
"Rosso di Montepulciano","Carpineto","Rosso di Montepulciano"
"Rosso di Montepulciano","La Braccesca","Toscana"
"Rosso di Montepulciano","Tenute del Cerro","Rosso di Montepulciano"
"Rosso di Montepulciano","La Casella","Rosso di Montepulciano"
"Rosso di Montepulciano","Corte Alla Flora","Toscana"
"Rosso di Montepulciano","Terre del Palio","Rosso di Montepulciano"
